################################################################## 
# Generated by FullSWOF_2D version 1.10.00, 2023-04-06
################################################################## 
# (i-0.5)*dx 	(j-0.5)*dy	 h[i][j] 	 u[i][j] 	  v[i][j]	 h[i][j]+z[i][j] 	 z[i][j] 	 norm_U[i][j] 	Fr[i][j] (Froude)	 qx[i][j]	 qy[i][j]	  q[i][j]
# 
# time : 0 seconds 
5.3	      2.3	      0.0	      0.0	      0.0	-0.621456	-0.621456	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      2.5	      0.0	      0.0	      0.0	-0.710856	-0.710856	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      2.7	      0.0	      0.0	      0.0	-0.794808	-0.794808	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      2.9	      0.0	      0.0	      0.0	-0.871643	-0.871643	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      3.1	      0.0	      0.0	      0.0	-0.940043	-0.940043	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      3.3	      0.0	      0.0	      0.0	-0.999103	-0.999103	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      3.5	      0.0	      0.0	      0.0	 -1.04838	 -1.04838	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      3.7	      0.0	      0.0	      0.0	  -1.0879	  -1.0879	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      3.9	      0.0	      0.0	      0.0	  -1.1182	  -1.1182	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      4.1	      0.0	      0.0	      0.0	 -1.14022	 -1.14022	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      4.3	      0.0	      0.0	      0.0	 -1.15535	 -1.15535	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      4.5	      0.0	      0.0	      0.0	 -1.16531	 -1.16531	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      4.7	      0.0	      0.0	      0.0	 -1.17206	 -1.17206	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      4.9	      0.0	      0.0	      0.0	 -1.17772	 -1.17772	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      5.1	      0.0	      0.0	      0.0	 -1.18448	 -1.18448	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      5.3	      0.0	      0.0	      0.0	 -1.19446	 -1.19446	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      5.5	      0.0	      0.0	      0.0	 -1.20962	 -1.20962	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      5.7	      0.0	      0.0	      0.0	 -1.23168	 -1.23168	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      5.9	      0.0	      0.0	      0.0	 -1.26202	 -1.26202	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      6.1	      0.0	      0.0	      0.0	 -1.30159	 -1.30159	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      6.3	      0.0	      0.0	      0.0	 -1.35092	 -1.35092	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      6.5	      0.0	      0.0	      0.0	 -1.41003	 -1.41003	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      6.7	      0.0	      0.0	      0.0	 -1.47847	 -1.47847	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      6.9	      0.0	      0.0	      0.0	 -1.55535	 -1.55535	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      7.1	      0.0	      0.0	      0.0	 -1.63933	 -1.63933	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      7.3	      0.0	      0.0	      0.0	 -1.72875	 -1.72875	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      7.5	      0.0	      0.0	      0.0	 -1.82168	 -1.82168	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      7.7	      0.0	      0.0	      0.0	 -1.91599	 -1.91599	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      7.9	      0.0	      0.0	      0.0	 -2.00953	 -2.00953	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      8.1	      0.0	      0.0	      0.0	 -2.10013	 -2.10013	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      8.3	      0.0	      0.0	      0.0	 -2.18581	 -2.18581	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      8.5	      0.0	      0.0	      0.0	 -2.26482	 -2.26482	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      8.7	      0.0	      0.0	      0.0	 -2.33573	 -2.33573	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      8.9	      0.0	      0.0	      0.0	 -2.39751	 -2.39751	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      9.1	      0.0	      0.0	      0.0	 -2.44959	 -2.44959	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      9.3	      0.0	      0.0	      0.0	 -2.49185	 -2.49185	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      9.5	      0.0	      0.0	      0.0	 -2.52469	 -2.52469	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      9.7	      0.0	      0.0	      0.0	 -2.54894	 -2.54894	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	      9.9	      0.0	      0.0	      0.0	 -2.56587	 -2.56587	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     10.1	      0.0	      0.0	      0.0	 -2.57711	 -2.57711	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     10.3	      0.0	      0.0	      0.0	 -2.58456	 -2.58456	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     10.5	      0.0	      0.0	      0.0	 -2.59031	 -2.59031	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     10.7	      0.0	      0.0	      0.0	 -2.59653	 -2.59653	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     10.9	      0.0	      0.0	      0.0	 -2.60539	 -2.60539	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     11.1	      0.0	      0.0	      0.0	 -2.61889	 -2.61889	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     11.3	      0.0	      0.0	      0.0	 -2.63884	 -2.63884	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     11.5	      0.0	      0.0	      0.0	  -2.6667	  -2.6667	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     11.7	      0.0	      0.0	      0.0	 -2.70358	 -2.70358	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     11.9	      0.0	      0.0	      0.0	 -2.75011	 -2.75011	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     12.1	      0.0	      0.0	      0.0	 -2.80646	 -2.80646	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     12.3	      0.0	      0.0	      0.0	 -2.87232	 -2.87232	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     12.5	      0.0	      0.0	      0.0	 -2.94692	 -2.94692	      0.0	      NaN	      0.0	      0.0	      0.0
5.3	     12.7	      0.0	      0.0	      0.0	 -3.02904	 -3.02904	      0.0	      NaN	      0.0	      0.0	      0.0

5.5	      0.1	      0.0	      0.0	      0.0	 0.191916	 0.191916	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      0.3	      0.0	      0.0	      0.0	 0.149601	 0.149601	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      0.5	      0.0	      0.0	      0.0	 0.097477	 0.097477	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      0.7	      0.0	      0.0	      0.0	 0.035648	 0.035648	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      0.9	      0.0	      0.0	      0.0	-0.035305	-0.035305	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      1.1	      0.0	      0.0	      0.0	-0.114351	-0.114351	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      1.3	      0.0	      0.0	      0.0	-0.200065	-0.200065	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      1.5	      0.0	      0.0	      0.0	-0.290689	-0.290689	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      1.7	      0.0	      0.0	      0.0	-0.384229	-0.384229	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      1.9	      0.0	      0.0	      0.0	-0.478544	-0.478544	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      2.1	      0.0	      0.0	      0.0	-0.571456	-0.571456	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      2.3	      0.0	      0.0	      0.0	-0.660856	-0.660856	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      2.5	      0.0	      0.0	      0.0	-0.744808	-0.744808	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      2.7	      0.0	      0.0	      0.0	-0.821643	-0.821643	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      2.9	      0.0	      0.0	      0.0	-0.890043	-0.890043	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      3.1	      0.0	      0.0	      0.0	-0.949103	-0.949103	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      3.3	      0.0	      0.0	      0.0	-0.998379	-0.998379	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      3.5	      0.0	      0.0	      0.0	  -1.0379	  -1.0379	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      3.7	      0.0	      0.0	      0.0	  -1.0682	  -1.0682	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      3.9	      0.0	      0.0	      0.0	 -1.09022	 -1.09022	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      4.1	      0.0	      0.0	      0.0	 -1.10536	 -1.10536	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      4.3	      0.0	      0.0	      0.0	 -1.11531	 -1.11531	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      4.5	      0.0	      0.0	      0.0	 -1.12206	 -1.12206	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      4.7	      0.0	      0.0	      0.0	 -1.12772	 -1.12772	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      4.9	      0.0	      0.0	      0.0	 -1.13448	 -1.13448	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      5.1	      0.0	      0.0	      0.0	 -1.14446	 -1.14446	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      5.3	      0.0	      0.0	      0.0	 -1.15962	 -1.15962	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      5.5	      0.0	      0.0	      0.0	 -1.18168	 -1.18168	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      5.7	      0.0	      0.0	      0.0	 -1.21202	 -1.21202	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      5.9	      0.0	      0.0	      0.0	 -1.25159	 -1.25159	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      6.1	      0.0	      0.0	      0.0	 -1.30092	 -1.30092	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      6.3	      0.0	      0.0	      0.0	 -1.36003	 -1.36003	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      6.5	      0.0	      0.0	      0.0	 -1.42847	 -1.42847	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      6.7	      0.0	      0.0	      0.0	 -1.50535	 -1.50535	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      6.9	      0.0	      0.0	      0.0	 -1.58933	 -1.58933	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      7.1	      0.0	      0.0	      0.0	 -1.67875	 -1.67875	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      7.3	      0.0	      0.0	      0.0	 -1.77168	 -1.77168	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      7.5	      0.0	      0.0	      0.0	   -1.866	   -1.866	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      7.7	      0.0	      0.0	      0.0	 -1.95952	 -1.95952	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      7.9	      0.0	      0.0	      0.0	 -2.05013	 -2.05013	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      8.1	      0.0	      0.0	      0.0	 -2.13581	 -2.13581	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      8.3	      0.0	      0.0	      0.0	 -2.21482	 -2.21482	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      8.5	      0.0	      0.0	      0.0	 -2.28573	 -2.28573	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      8.7	      0.0	      0.0	      0.0	 -2.34751	 -2.34751	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      8.9	      0.0	      0.0	      0.0	 -2.39959	 -2.39959	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      9.1	      0.0	      0.0	      0.0	 -2.44185	 -2.44185	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      9.3	      0.0	      0.0	      0.0	 -2.47469	 -2.47469	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      9.5	      0.0	      0.0	      0.0	 -2.49894	 -2.49894	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      9.7	      0.0	      0.0	      0.0	 -2.51587	 -2.51587	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	      9.9	      0.0	      0.0	      0.0	 -2.52711	 -2.52711	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     10.1	      0.0	      0.0	      0.0	 -2.53456	 -2.53456	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     10.3	      0.0	      0.0	      0.0	 -2.54031	 -2.54031	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     10.5	      0.0	      0.0	      0.0	 -2.54653	 -2.54653	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     10.7	      0.0	      0.0	      0.0	 -2.55539	 -2.55539	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     10.9	      0.0	      0.0	      0.0	 -2.56889	 -2.56889	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     11.1	      0.0	      0.0	      0.0	 -2.58884	 -2.58884	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     11.3	      0.0	      0.0	      0.0	  -2.6167	  -2.6167	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     11.5	      0.0	      0.0	      0.0	 -2.65358	 -2.65358	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     11.7	      0.0	      0.0	      0.0	 -2.70011	 -2.70011	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     11.9	      0.0	      0.0	      0.0	 -2.75646	 -2.75646	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     12.1	      0.0	      0.0	      0.0	 -2.82232	 -2.82232	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     12.3	      0.0	      0.0	      0.0	 -2.89692	 -2.89692	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     12.5	      0.0	      0.0	      0.0	 -2.97904	 -2.97904	      0.0	      NaN	      0.0	      0.0	      0.0
5.5	     12.7	      0.0	      0.0	      0.0	  -3.0671	  -3.0671	      0.0	      NaN	      0.0	      0.0	      0.0

5.7	      0.1	      0.0	      0.0	      0.0	 0.199601	 0.199601	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      0.3	      0.0	      0.0	      0.0	 0.147477	 0.147477	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      0.5	      0.0	      0.0	      0.0	 0.085648	 0.085648	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      0.7	      0.0	      0.0	      0.0	 0.014695	 0.014695	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      0.9	      0.0	      0.0	      0.0	-0.064351	-0.064351	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      1.1	      0.0	      0.0	      0.0	-0.150065	-0.150065	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      1.3	      0.0	      0.0	      0.0	-0.240689	-0.240689	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      1.5	      0.0	      0.0	      0.0	-0.334229	-0.334229	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      1.7	      0.0	      0.0	      0.0	-0.428544	-0.428544	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      1.9	      0.0	      0.0	      0.0	-0.521456	-0.521456	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      2.1	      0.0	      0.0	      0.0	-0.610856	-0.610856	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      2.3	      0.0	      0.0	      0.0	-0.694808	-0.694808	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      2.5	      0.0	      0.0	      0.0	-0.771643	-0.771643	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      2.7	      0.0	      0.0	      0.0	-0.840043	-0.840043	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      2.9	      0.0	      0.0	      0.0	-0.899103	-0.899103	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      3.1	      0.0	      0.0	      0.0	-0.948379	-0.948379	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      3.3	      0.0	      0.0	      0.0	-0.987904	-0.987904	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      3.5	      0.0	      0.0	      0.0	  -1.0182	  -1.0182	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      3.7	      0.0	      0.0	      0.0	 -1.04022	 -1.04022	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      3.9	      0.0	      0.0	      0.0	 -1.05536	 -1.05536	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      4.1	      0.0	      0.0	      0.0	 -1.06531	 -1.06531	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      4.3	      0.0	      0.0	      0.0	 -1.07206	 -1.07206	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      4.5	      0.0	      0.0	      0.0	 -1.07772	 -1.07772	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      4.7	      0.0	      0.0	      0.0	 -1.08448	 -1.08448	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      4.9	      0.0	      0.0	      0.0	 -1.09445	 -1.09445	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      5.1	      0.0	      0.0	      0.0	 -1.10962	 -1.10962	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      5.3	      0.0	      0.0	      0.0	 -1.13168	 -1.13168	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      5.5	      0.0	      0.0	      0.0	 -1.16202	 -1.16202	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      5.7	      0.0	      0.0	      0.0	 -1.20159	 -1.20159	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      5.9	      0.0	      0.0	      0.0	 -1.25092	 -1.25092	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      6.1	      0.0	      0.0	      0.0	 -1.31003	 -1.31003	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      6.3	      0.0	      0.0	      0.0	 -1.37847	 -1.37847	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      6.5	      0.0	      0.0	      0.0	 -1.45535	 -1.45535	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      6.7	      0.0	      0.0	      0.0	 -1.53933	 -1.53933	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      6.9	      0.0	      0.0	      0.0	 -1.62875	 -1.62875	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      7.1	      0.0	      0.0	      0.0	 -1.72168	 -1.72168	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      7.3	      0.0	      0.0	      0.0	   -1.816	   -1.816	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      7.5	      0.0	      0.0	      0.0	 -1.90952	 -1.90952	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      7.7	      0.0	      0.0	      0.0	 -2.00013	 -2.00013	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      7.9	      0.0	      0.0	      0.0	 -2.08581	 -2.08581	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      8.1	      0.0	      0.0	      0.0	 -2.16482	 -2.16482	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      8.3	      0.0	      0.0	      0.0	 -2.23573	 -2.23573	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      8.5	      0.0	      0.0	      0.0	 -2.29751	 -2.29751	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      8.7	      0.0	      0.0	      0.0	 -2.34959	 -2.34959	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      8.9	      0.0	      0.0	      0.0	 -2.39185	 -2.39185	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      9.1	      0.0	      0.0	      0.0	 -2.42469	 -2.42469	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      9.3	      0.0	      0.0	      0.0	 -2.44894	 -2.44894	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      9.5	      0.0	      0.0	      0.0	 -2.46587	 -2.46587	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      9.7	      0.0	      0.0	      0.0	 -2.47711	 -2.47711	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	      9.9	      0.0	      0.0	      0.0	 -2.48456	 -2.48456	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     10.1	      0.0	      0.0	      0.0	 -2.49031	 -2.49031	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     10.3	      0.0	      0.0	      0.0	 -2.49653	 -2.49653	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     10.5	      0.0	      0.0	      0.0	 -2.50539	 -2.50539	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     10.7	      0.0	      0.0	      0.0	 -2.51889	 -2.51889	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     10.9	      0.0	      0.0	      0.0	 -2.53884	 -2.53884	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     11.1	      0.0	      0.0	      0.0	  -2.5667	  -2.5667	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     11.3	      0.0	      0.0	      0.0	 -2.60358	 -2.60358	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     11.5	      0.0	      0.0	      0.0	 -2.65011	 -2.65011	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     11.7	      0.0	      0.0	      0.0	 -2.70646	 -2.70646	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     11.9	      0.0	      0.0	      0.0	 -2.77232	 -2.77232	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     12.1	      0.0	      0.0	      0.0	 -2.84692	 -2.84692	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     12.3	      0.0	      0.0	      0.0	 -2.92904	 -2.92904	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     12.5	      0.0	      0.0	      0.0	  -3.0171	  -3.0171	      0.0	      NaN	      0.0	      0.0	      0.0
5.7	     12.7	      0.0	      0.0	      0.0	 -3.10924	 -3.10924	      0.0	      NaN	      0.0	      0.0	      0.0

5.9	      0.1	      0.0	      0.0	      0.0	 0.197477	 0.197477	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      0.3	      0.0	      0.0	      0.0	 0.135648	 0.135648	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      0.5	      0.0	      0.0	      0.0	 0.064695	 0.064695	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      0.7	      0.0	      0.0	      0.0	-0.014351	-0.014351	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      0.9	      0.0	      0.0	      0.0	-0.100065	-0.100065	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      1.1	      0.0	      0.0	      0.0	-0.190689	-0.190689	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      1.3	      0.0	      0.0	      0.0	-0.284229	-0.284229	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      1.5	      0.0	      0.0	      0.0	-0.378544	-0.378544	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      1.7	      0.0	      0.0	      0.0	-0.471456	-0.471456	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      1.9	      0.0	      0.0	      0.0	-0.560856	-0.560856	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      2.1	      0.0	      0.0	      0.0	-0.644808	-0.644808	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      2.3	      0.0	      0.0	      0.0	-0.721643	-0.721643	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      2.5	      0.0	      0.0	      0.0	-0.790043	-0.790043	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      2.7	      0.0	      0.0	      0.0	-0.849103	-0.849103	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      2.9	      0.0	      0.0	      0.0	-0.898379	-0.898379	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      3.1	      0.0	      0.0	      0.0	-0.937904	-0.937904	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      3.3	      0.0	      0.0	      0.0	-0.968196	-0.968196	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      3.5	      0.0	      0.0	      0.0	-0.990221	-0.990221	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      3.7	      0.0	      0.0	      0.0	 -1.00535	 -1.00535	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      3.9	      0.0	      0.0	      0.0	 -1.01531	 -1.01531	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      4.1	      0.0	      0.0	      0.0	 -1.02206	 -1.02206	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      4.3	      0.0	      0.0	      0.0	 -1.02772	 -1.02772	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      4.5	      0.0	      0.0	      0.0	 -1.03448	 -1.03448	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      4.7	      0.0	      0.0	      0.0	 -1.04445	 -1.04445	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      4.9	      0.0	      0.0	      0.0	 -1.05962	 -1.05962	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      5.1	      0.0	      0.0	      0.0	 -1.08168	 -1.08168	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      5.3	      0.0	      0.0	      0.0	 -1.11202	 -1.11202	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      5.5	      0.0	      0.0	      0.0	 -1.15159	 -1.15159	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      5.7	      0.0	      0.0	      0.0	 -1.20092	 -1.20092	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      5.9	      0.0	      0.0	      0.0	 -1.26003	 -1.26003	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      6.1	      0.0	      0.0	      0.0	 -1.32847	 -1.32847	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      6.3	      0.0	      0.0	      0.0	 -1.40535	 -1.40535	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      6.5	      0.0	      0.0	      0.0	 -1.48933	 -1.48933	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      6.7	      0.0	      0.0	      0.0	 -1.57875	 -1.57875	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      6.9	      0.0	      0.0	      0.0	 -1.67168	 -1.67168	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      7.1	      0.0	      0.0	      0.0	 -1.76599	 -1.76599	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      7.3	      0.0	      0.0	      0.0	 -1.85953	 -1.85953	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      7.5	      0.0	      0.0	      0.0	 -1.95013	 -1.95013	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      7.7	      0.0	      0.0	      0.0	 -2.03581	 -2.03581	      0.0	      NaN	      0.0	      0.0	      0.0
5.9	      7.9	      0.0	      0.0	      0.0	 -2.11482	 -2.11482	      0.0	      NaN	      0.0	      0.0	      0.0
