################################################################## 
# Generated by FullSWOF_2D version 1.10.00, 2023-04-06
################################################################## 
# (i-0.5)*dx 	(j-0.5)*dy	 h[i][j] 	 u[i][j] 	  v[i][j]	 h[i][j]+z[i][j] 	 z[i][j] 	 norm_U[i][j] 	Fr[i][j] (Froude)	 qx[i][j]	 qy[i][j]	  q[i][j]
# 
# time : 0 seconds 
1.5	     10.5	      0.0	      0.0	      0.0	 -2.42847	 -2.42847	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     10.7	      0.0	      0.0	      0.0	 -2.50535	 -2.50535	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     10.9	      0.0	      0.0	      0.0	 -2.58933	 -2.58933	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     11.1	      0.0	      0.0	      0.0	 -2.67875	 -2.67875	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     11.3	      0.0	      0.0	      0.0	 -2.77168	 -2.77168	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     11.5	      0.0	      0.0	      0.0	 -2.86599	 -2.86599	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     11.7	      0.0	      0.0	      0.0	 -2.95953	 -2.95953	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     11.9	      0.0	      0.0	      0.0	 -3.05013	 -3.05013	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     12.1	      0.0	      0.0	      0.0	 -3.13581	 -3.13581	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     12.3	      0.0	      0.0	      0.0	 -3.21482	 -3.21482	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     12.5	      0.0	      0.0	      0.0	 -3.28573	 -3.28573	      0.0	      NaN	      0.0	      0.0	      0.0
1.5	     12.7	      0.0	      0.0	      0.0	 -3.34751	 -3.34751	      0.0	      NaN	      0.0	      0.0	      0.0

1.7	      0.1	      0.0	      0.0	      0.0	-0.040979	-0.040979	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      0.3	      0.0	      0.0	      0.0	-0.133102	-0.133102	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      0.5	      0.0	      0.0	      0.0	 -0.22114	 -0.22114	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      0.7	      0.0	      0.0	      0.0	-0.303225	-0.303225	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      0.9	      0.0	      0.0	      0.0	 -0.37778	 -0.37778	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      1.1	      0.0	      0.0	      0.0	-0.443597	-0.443597	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      1.3	      0.0	      0.0	      0.0	  -0.4999	  -0.4999	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      1.5	      0.0	      0.0	      0.0	-0.546379	-0.546379	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      1.7	      0.0	      0.0	      0.0	-0.583207	-0.583207	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      1.9	      0.0	      0.0	      0.0	-0.611031	-0.611031	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      2.1	      0.0	      0.0	      0.0	-0.630941	-0.630941	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      2.3	      0.0	      0.0	      0.0	-0.644416	-0.644416	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      2.5	      0.0	      0.0	      0.0	-0.653251	-0.653251	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      2.7	      0.0	      0.0	      0.0	-0.659469	-0.659469	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      2.9	      0.0	      0.0	      0.0	-0.665221	-0.665221	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      3.1	      0.0	      0.0	      0.0	-0.672683	-0.672683	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      3.3	      0.0	      0.0	      0.0	-0.683944	-0.683944	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      3.5	      0.0	      0.0	      0.0	-0.700909	-0.700909	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      3.7	      0.0	      0.0	      0.0	-0.725201	-0.725201	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      3.9	      0.0	      0.0	      0.0	-0.758084	-0.758084	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      4.1	      0.0	      0.0	      0.0	-0.800399	-0.800399	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      4.3	      0.0	      0.0	      0.0	-0.852523	-0.852523	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      4.5	      0.0	      0.0	      0.0	-0.914352	-0.914352	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      4.7	      0.0	      0.0	      0.0	-0.985305	-0.985305	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      4.9	      0.0	      0.0	      0.0	 -1.06435	 -1.06435	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      5.1	      0.0	      0.0	      0.0	 -1.15006	 -1.15006	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      5.3	      0.0	      0.0	      0.0	 -1.24069	 -1.24069	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      5.5	      0.0	      0.0	      0.0	 -1.33423	 -1.33423	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      5.7	      0.0	      0.0	      0.0	 -1.42854	 -1.42854	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      5.9	      0.0	      0.0	      0.0	 -1.52146	 -1.52146	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      6.1	      0.0	      0.0	      0.0	 -1.61086	 -1.61086	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      6.3	      0.0	      0.0	      0.0	 -1.69481	 -1.69481	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      6.5	      0.0	      0.0	      0.0	 -1.77164	 -1.77164	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      6.7	      0.0	      0.0	      0.0	 -1.84004	 -1.84004	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      6.9	      0.0	      0.0	      0.0	  -1.8991	  -1.8991	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      7.1	      0.0	      0.0	      0.0	 -1.94838	 -1.94838	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      7.3	      0.0	      0.0	      0.0	  -1.9879	  -1.9879	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      7.5	      0.0	      0.0	      0.0	  -2.0182	  -2.0182	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      7.7	      0.0	      0.0	      0.0	 -2.04022	 -2.04022	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      7.9	      0.0	      0.0	      0.0	 -2.05536	 -2.05536	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      8.1	      0.0	      0.0	      0.0	 -2.06531	 -2.06531	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      8.3	      0.0	      0.0	      0.0	 -2.07206	 -2.07206	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      8.5	      0.0	      0.0	      0.0	 -2.07772	 -2.07772	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      8.7	      0.0	      0.0	      0.0	 -2.08448	 -2.08448	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      8.9	      0.0	      0.0	      0.0	 -2.09445	 -2.09445	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      9.1	      0.0	      0.0	      0.0	 -2.10962	 -2.10962	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      9.3	      0.0	      0.0	      0.0	 -2.13168	 -2.13168	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      9.5	      0.0	      0.0	      0.0	 -2.16202	 -2.16202	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      9.7	      0.0	      0.0	      0.0	 -2.20159	 -2.20159	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	      9.9	      0.0	      0.0	      0.0	 -2.25092	 -2.25092	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     10.1	      0.0	      0.0	      0.0	 -2.31003	 -2.31003	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     10.3	      0.0	      0.0	      0.0	 -2.37847	 -2.37847	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     10.5	      0.0	      0.0	      0.0	 -2.45535	 -2.45535	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     10.7	      0.0	      0.0	      0.0	 -2.53933	 -2.53933	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     10.9	      0.0	      0.0	      0.0	 -2.62875	 -2.62875	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     11.1	      0.0	      0.0	      0.0	 -2.72168	 -2.72168	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     11.3	      0.0	      0.0	      0.0	   -2.816	   -2.816	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     11.5	      0.0	      0.0	      0.0	 -2.90952	 -2.90952	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     11.7	      0.0	      0.0	      0.0	 -3.00013	 -3.00013	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     11.9	      0.0	      0.0	      0.0	 -3.08581	 -3.08581	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     12.1	      0.0	      0.0	      0.0	 -3.16482	 -3.16482	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     12.3	      0.0	      0.0	      0.0	 -3.23573	 -3.23573	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     12.5	      0.0	      0.0	      0.0	 -3.29751	 -3.29751	      0.0	      NaN	      0.0	      0.0	      0.0
1.7	     12.7	      0.0	      0.0	      0.0	 -3.34959	 -3.34959	      0.0	      NaN	      0.0	      0.0	      0.0

1.9	      0.1	      0.0	      0.0	      0.0	-0.083102	-0.083102	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      0.3	      0.0	      0.0	      0.0	 -0.17114	 -0.17114	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      0.5	      0.0	      0.0	      0.0	-0.253225	-0.253225	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      0.7	      0.0	      0.0	      0.0	 -0.32778	 -0.32778	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      0.9	      0.0	      0.0	      0.0	-0.393597	-0.393597	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      1.1	      0.0	      0.0	      0.0	  -0.4499	  -0.4499	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      1.3	      0.0	      0.0	      0.0	-0.496379	-0.496379	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      1.5	      0.0	      0.0	      0.0	-0.533207	-0.533207	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      1.7	      0.0	      0.0	      0.0	-0.561031	-0.561031	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      1.9	      0.0	      0.0	      0.0	-0.580941	-0.580941	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      2.1	      0.0	      0.0	      0.0	-0.594416	-0.594416	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      2.3	      0.0	      0.0	      0.0	-0.603251	-0.603251	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      2.5	      0.0	      0.0	      0.0	-0.609469	-0.609469	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      2.7	      0.0	      0.0	      0.0	-0.615221	-0.615221	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      2.9	      0.0	      0.0	      0.0	-0.622683	-0.622683	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      3.1	      0.0	      0.0	      0.0	-0.633944	-0.633944	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      3.3	      0.0	      0.0	      0.0	-0.650909	-0.650909	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      3.5	      0.0	      0.0	      0.0	-0.675201	-0.675201	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      3.7	      0.0	      0.0	      0.0	-0.708084	-0.708084	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      3.9	      0.0	      0.0	      0.0	-0.750399	-0.750399	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      4.1	      0.0	      0.0	      0.0	-0.802523	-0.802523	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      4.3	      0.0	      0.0	      0.0	-0.864352	-0.864352	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      4.5	      0.0	      0.0	      0.0	-0.935305	-0.935305	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      4.7	      0.0	      0.0	      0.0	 -1.01435	 -1.01435	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      4.9	      0.0	      0.0	      0.0	 -1.10007	 -1.10007	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      5.1	      0.0	      0.0	      0.0	 -1.19069	 -1.19069	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      5.3	      0.0	      0.0	      0.0	 -1.28423	 -1.28423	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      5.5	      0.0	      0.0	      0.0	 -1.37854	 -1.37854	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      5.7	      0.0	      0.0	      0.0	 -1.47146	 -1.47146	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      5.9	      0.0	      0.0	      0.0	 -1.56086	 -1.56086	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      6.1	      0.0	      0.0	      0.0	 -1.64481	 -1.64481	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      6.3	      0.0	      0.0	      0.0	 -1.72164	 -1.72164	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      6.5	      0.0	      0.0	      0.0	 -1.79004	 -1.79004	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      6.7	      0.0	      0.0	      0.0	  -1.8491	  -1.8491	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      6.9	      0.0	      0.0	      0.0	 -1.89838	 -1.89838	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      7.1	      0.0	      0.0	      0.0	  -1.9379	  -1.9379	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      7.3	      0.0	      0.0	      0.0	  -1.9682	  -1.9682	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      7.5	      0.0	      0.0	      0.0	 -1.99022	 -1.99022	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      7.7	      0.0	      0.0	      0.0	 -2.00536	 -2.00536	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      7.9	      0.0	      0.0	      0.0	 -2.01531	 -2.01531	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      8.1	      0.0	      0.0	      0.0	 -2.02206	 -2.02206	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      8.3	      0.0	      0.0	      0.0	 -2.02772	 -2.02772	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      8.5	      0.0	      0.0	      0.0	 -2.03448	 -2.03448	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      8.7	      0.0	      0.0	      0.0	 -2.04446	 -2.04446	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      8.9	      0.0	      0.0	      0.0	 -2.05962	 -2.05962	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      9.1	      0.0	      0.0	      0.0	 -2.08168	 -2.08168	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      9.3	      0.0	      0.0	      0.0	 -2.11202	 -2.11202	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      9.5	      0.0	      0.0	      0.0	 -2.15159	 -2.15159	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      9.7	      0.0	      0.0	      0.0	 -2.20092	 -2.20092	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	      9.9	      0.0	      0.0	      0.0	 -2.26003	 -2.26003	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     10.1	      0.0	      0.0	      0.0	 -2.32847	 -2.32847	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     10.3	      0.0	      0.0	      0.0	 -2.40535	 -2.40535	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     10.5	      0.0	      0.0	      0.0	 -2.48933	 -2.48933	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     10.7	      0.0	      0.0	      0.0	 -2.57875	 -2.57875	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     10.9	      0.0	      0.0	      0.0	 -2.67168	 -2.67168	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     11.1	      0.0	      0.0	      0.0	   -2.766	   -2.766	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     11.3	      0.0	      0.0	      0.0	 -2.85953	 -2.85953	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     11.5	      0.0	      0.0	      0.0	 -2.95013	 -2.95013	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     11.7	      0.0	      0.0	      0.0	 -3.03581	 -3.03581	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     11.9	      0.0	      0.0	      0.0	 -3.11482	 -3.11482	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     12.1	      0.0	      0.0	      0.0	 -3.18573	 -3.18573	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     12.3	      0.0	      0.0	      0.0	 -3.24751	 -3.24751	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     12.5	      0.0	      0.0	      0.0	 -3.29959	 -3.29959	      0.0	      NaN	      0.0	      0.0	      0.0
1.9	     12.7	      0.0	      0.0	      0.0	 -3.34185	 -3.34185	      0.0	      NaN	      0.0	      0.0	      0.0

2.1	      0.1	      0.0	      0.0	      0.0	 -0.12114	 -0.12114	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      0.3	      0.0	      0.0	      0.0	-0.203225	-0.203225	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      0.5	      0.0	      0.0	      0.0	 -0.27778	 -0.27778	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      0.7	      0.0	      0.0	      0.0	-0.343597	-0.343597	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      0.9	      0.0	      0.0	      0.0	  -0.3999	  -0.3999	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      1.1	      0.0	      0.0	      0.0	-0.446379	-0.446379	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      1.3	      0.0	      0.0	      0.0	-0.483207	-0.483207	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      1.5	      0.0	      0.0	      0.0	-0.511031	-0.511031	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      1.7	      0.0	      0.0	      0.0	-0.530941	-0.530941	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      1.9	      0.0	      0.0	      0.0	-0.544416	-0.544416	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      2.1	      0.0	      0.0	      0.0	-0.553251	-0.553251	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      2.3	      0.0	      0.0	      0.0	-0.559469	-0.559469	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      2.5	      0.0	      0.0	      0.0	-0.565221	-0.565221	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      2.7	      0.0	      0.0	      0.0	-0.572683	-0.572683	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      2.9	      0.0	      0.0	      0.0	-0.583944	-0.583944	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      3.1	      0.0	      0.0	      0.0	-0.600909	-0.600909	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      3.3	      0.0	      0.0	      0.0	-0.625201	-0.625201	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      3.5	      0.0	      0.0	      0.0	-0.658084	-0.658084	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      3.7	      0.0	      0.0	      0.0	-0.700399	-0.700399	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      3.9	      0.0	      0.0	      0.0	-0.752523	-0.752523	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      4.1	      0.0	      0.0	      0.0	-0.814352	-0.814352	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      4.3	      0.0	      0.0	      0.0	-0.885305	-0.885305	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      4.5	      0.0	      0.0	      0.0	-0.964351	-0.964351	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      4.7	      0.0	      0.0	      0.0	 -1.05007	 -1.05007	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      4.9	      0.0	      0.0	      0.0	 -1.14069	 -1.14069	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      5.1	      0.0	      0.0	      0.0	 -1.23423	 -1.23423	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      5.3	      0.0	      0.0	      0.0	 -1.32854	 -1.32854	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      5.5	      0.0	      0.0	      0.0	 -1.42146	 -1.42146	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      5.7	      0.0	      0.0	      0.0	 -1.51086	 -1.51086	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      5.9	      0.0	      0.0	      0.0	 -1.59481	 -1.59481	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      6.1	      0.0	      0.0	      0.0	 -1.67164	 -1.67164	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      6.3	      0.0	      0.0	      0.0	 -1.74004	 -1.74004	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      6.5	      0.0	      0.0	      0.0	  -1.7991	  -1.7991	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      6.7	      0.0	      0.0	      0.0	 -1.84838	 -1.84838	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      6.9	      0.0	      0.0	      0.0	  -1.8879	  -1.8879	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      7.1	      0.0	      0.0	      0.0	  -1.9182	  -1.9182	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      7.3	      0.0	      0.0	      0.0	 -1.94022	 -1.94022	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      7.5	      0.0	      0.0	      0.0	 -1.95535	 -1.95535	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      7.7	      0.0	      0.0	      0.0	 -1.96531	 -1.96531	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      7.9	      0.0	      0.0	      0.0	 -1.97206	 -1.97206	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      8.1	      0.0	      0.0	      0.0	 -1.97772	 -1.97772	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      8.3	      0.0	      0.0	      0.0	 -1.98448	 -1.98448	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      8.5	      0.0	      0.0	      0.0	 -1.99446	 -1.99446	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      8.7	      0.0	      0.0	      0.0	 -2.00962	 -2.00962	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      8.9	      0.0	      0.0	      0.0	 -2.03168	 -2.03168	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      9.1	      0.0	      0.0	      0.0	 -2.06202	 -2.06202	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      9.3	      0.0	      0.0	      0.0	 -2.10159	 -2.10159	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      9.5	      0.0	      0.0	      0.0	 -2.15092	 -2.15092	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      9.7	      0.0	      0.0	      0.0	 -2.21003	 -2.21003	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	      9.9	      0.0	      0.0	      0.0	 -2.27847	 -2.27847	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     10.1	      0.0	      0.0	      0.0	 -2.35535	 -2.35535	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     10.3	      0.0	      0.0	      0.0	 -2.43933	 -2.43933	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     10.5	      0.0	      0.0	      0.0	 -2.52875	 -2.52875	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     10.7	      0.0	      0.0	      0.0	 -2.62168	 -2.62168	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     10.9	      0.0	      0.0	      0.0	 -2.71599	 -2.71599	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     11.1	      0.0	      0.0	      0.0	 -2.80952	 -2.80952	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     11.3	      0.0	      0.0	      0.0	 -2.90013	 -2.90013	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     11.5	      0.0	      0.0	      0.0	 -2.98581	 -2.98581	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     11.7	      0.0	      0.0	      0.0	 -3.06482	 -3.06482	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     11.9	      0.0	      0.0	      0.0	 -3.13573	 -3.13573	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     12.1	      0.0	      0.0	      0.0	 -3.19751	 -3.19751	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     12.3	      0.0	      0.0	      0.0	 -3.24959	 -3.24959	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     12.5	      0.0	      0.0	      0.0	 -3.29185	 -3.29185	      0.0	      NaN	      0.0	      0.0	      0.0
2.1	     12.7	      0.0	      0.0	      0.0	 -3.32469	 -3.32469	      0.0	      NaN	      0.0	      0.0	      0.0

2.3	      0.1	      0.0	      0.0	      0.0	-0.153225	-0.153225	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      0.3	      0.0	      0.0	      0.0	 -0.22778	 -0.22778	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      0.5	      0.0	      0.0	      0.0	-0.293597	-0.293597	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      0.7	      0.0	      0.0	      0.0	  -0.3499	  -0.3499	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      0.9	      0.0	      0.0	      0.0	-0.396379	-0.396379	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      1.1	      0.0	      0.0	      0.0	-0.433207	-0.433207	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      1.3	      0.0	      0.0	      0.0	-0.461031	-0.461031	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      1.5	      0.0	      0.0	      0.0	-0.480941	-0.480941	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      1.7	      0.0	      0.0	      0.0	-0.494416	-0.494416	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      1.9	      0.0	      0.0	      0.0	-0.503251	-0.503251	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      2.1	      0.0	      0.0	      0.0	-0.509469	-0.509469	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      2.3	      0.0	      0.0	      0.0	-0.515221	-0.515221	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      2.5	      0.0	      0.0	      0.0	-0.522683	-0.522683	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      2.7	      0.0	      0.0	      0.0	-0.533944	-0.533944	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      2.9	      0.0	      0.0	      0.0	-0.550909	-0.550909	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      3.1	      0.0	      0.0	      0.0	-0.575202	-0.575202	      0.0	      NaN	      0.0	      0.0	      0.0
2.3	      3.3	      0.0	      0.0	      0.0	-0.608084	-0.608084	      0.0	      NaN	      0.0	      0.0	      0.0
